NumberPrefix,Rate,Description,SubDescription
1284346,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284347,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284440,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284441,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284442,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284443,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284444,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284445,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284446,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284499,0.04,UNITED STATES OF AMERICA,BV_TORTOLA
1284540,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284541,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284542,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284543,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284544,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1284545,0.04,UNITED STATES OF AMERICA,BV_BRTSHVRGNS
1301223,0.09,UNITED STATES OF AMERICA,USA-High
1301241,0.09,UNITED STATES OF AMERICA,USA-High
1301349,0.09,UNITED STATES OF AMERICA,USA-High
1301373,0.09,UNITED STATES OF AMERICA,USA-High
1301407,0.09,UNITED STATES OF AMERICA,USA-High
1301416,0.09,UNITED STATES OF AMERICA,USA-High
1301432,0.09,UNITED STATES OF AMERICA,USA-High
1301475,0.09,UNITED STATES OF AMERICA,USA-High
1301569,0.09,UNITED STATES OF AMERICA,USA-High
1301575,0.09,UNITED STATES OF AMERICA,USA-High
1301582,0.09,UNITED STATES OF AMERICA,USA-High
1301597,0.09,UNITED STATES OF AMERICA,USA-High
1301605,0.09,UNITED STATES OF AMERICA,USA-High
1301635,0.09,UNITED STATES OF AMERICA,USA-High
1301671,0.09,UNITED STATES OF AMERICA,USA-High
1301673,0.09,UNITED STATES OF AMERICA,USA-High
1301678,0.09,UNITED STATES OF AMERICA,USA-High
1301737,0.09,UNITED STATES OF AMERICA,USA-High
1301769,0.09,UNITED STATES OF AMERICA,USA-High
1301781,0.09,UNITED STATES OF AMERICA,USA-High
1301783,0.09,UNITED STATES OF AMERICA,USA-High
1301789,0.09,UNITED STATES OF AMERICA,USA-High
1301824,0.09,UNITED STATES OF AMERICA,USA-High
1301826,0.09,UNITED STATES OF AMERICA,USA-High
1301842,0.09,UNITED STATES OF AMERICA,USA-High
1301849,0.09,UNITED STATES OF AMERICA,USA-High
1301862,0.09,UNITED STATES OF AMERICA,USA-High
1301863,0.09,UNITED STATES OF AMERICA,USA-High
1301866,0.09,UNITED STATES OF AMERICA,USA-High
1301872,0.09,UNITED STATES OF AMERICA,USA-High
1301994,0.09,UNITED STATES OF AMERICA,USA-High
1301997,0.09,UNITED STATES OF AMERICA,USA-High
1302204,0.09,UNITED STATES OF AMERICA,USA-High
1302205,0.09,UNITED STATES OF AMERICA,USA-High
1302206,0.09,UNITED STATES OF AMERICA,USA-High
1302207,0.09,UNITED STATES OF AMERICA,USA-High
1302208,0.09,UNITED STATES OF AMERICA,USA-High
1302209,0.09,UNITED STATES OF AMERICA,USA-High
1302213,0.09,UNITED STATES OF AMERICA,USA-High
1302214,0.09,UNITED STATES OF AMERICA,USA-High
1302216,0.09,UNITED STATES OF AMERICA,USA-High
1302217,0.09,UNITED STATES OF AMERICA,USA-High
1302219,0.09,UNITED STATES OF AMERICA,USA-High
1302226,0.09,UNITED STATES OF AMERICA,USA-High
1302227,0.09,UNITED STATES OF AMERICA,USA-High
1302238,0.09,UNITED STATES OF AMERICA,USA-High
1302258,0.09,UNITED STATES OF AMERICA,USA-High
1302261,0.09,UNITED STATES OF AMERICA,USA-High
1302265,0.09,UNITED STATES OF AMERICA,USA-High
1302269,0.09,UNITED STATES OF AMERICA,USA-High
1302284,0.09,UNITED STATES OF AMERICA,USA-High
1302288,0.09,UNITED STATES OF AMERICA,USA-High
1302303,0.09,UNITED STATES OF AMERICA,USA-High
1302305,0.09,UNITED STATES OF AMERICA,USA-High
1302306,0.09,UNITED STATES OF AMERICA,USA-High
1302307,0.09,UNITED STATES OF AMERICA,USA-High
1302308,0.09,UNITED STATES OF AMERICA,USA-High
1302309,0.09,UNITED STATES OF AMERICA,USA-High
1302313,0.09,UNITED STATES OF AMERICA,USA-High
1302314,0.09,UNITED STATES OF AMERICA,USA-High
1302315,0.09,UNITED STATES OF AMERICA,USA-High
1302316,0.09,UNITED STATES OF AMERICA,USA-High
1302317,0.09,UNITED STATES OF AMERICA,USA-High
1302318,0.09,UNITED STATES OF AMERICA,USA-High
1302335,0.09,UNITED STATES OF AMERICA,USA-High
1302337,0.09,UNITED STATES OF AMERICA,USA-High
1302338,0.09,UNITED STATES OF AMERICA,USA-High
1302340,0.09,UNITED STATES OF AMERICA,USA-High
1302341,0.09,UNITED STATES OF AMERICA,USA-High
1302347,0.09,UNITED STATES OF AMERICA,USA-High
1302348,0.09,UNITED STATES OF AMERICA,USA-High
1302349,0.09,UNITED STATES OF AMERICA,USA-High
1302361,0.09,UNITED STATES OF AMERICA,USA-High
1302370,0.09,UNITED STATES OF AMERICA,USA-High
1302371,0.09,UNITED STATES OF AMERICA,USA-High
1302372,0.09,UNITED STATES OF AMERICA,USA-High
1302374,0.09,UNITED STATES OF AMERICA,USA-High
1302380,0.09,UNITED STATES OF AMERICA,USA-High
1302385,0.09,UNITED STATES OF AMERICA,USA-High
1302398,0.09,UNITED STATES OF AMERICA,USA-High
1302402,0.09,UNITED STATES OF AMERICA,USA-High
1302403,0.09,UNITED STATES OF AMERICA,USA-High
1302404,0.09,UNITED STATES OF AMERICA,USA-High
1302405,0.09,UNITED STATES OF AMERICA,USA-High
1302406,0.09,UNITED STATES OF AMERICA,USA-High
1302407,0.09,UNITED STATES OF AMERICA,USA-High
1302422,0.09,UNITED STATES OF AMERICA,USA-High
1302424,0.09,UNITED STATES OF AMERICA,USA-High
1302430,0.09,UNITED STATES OF AMERICA,USA-High
1302436,0.09,UNITED STATES OF AMERICA,USA-High
1302461,0.09,UNITED STATES OF AMERICA,USA-High
1302537,0.09,UNITED STATES OF AMERICA,USA-High
1302539,0.09,UNITED STATES OF AMERICA,USA-High
1302541,0.09,UNITED STATES OF AMERICA,USA-High
1302628,0.09,UNITED STATES OF AMERICA,USA-High
1302629,0.09,UNITED STATES OF AMERICA,USA-High
1302684,0.09,UNITED STATES OF AMERICA,USA-High
1302689,0.09,UNITED STATES OF AMERICA,USA-High
1302691,0.09,UNITED STATES OF AMERICA,USA-High
1302729,0.09,UNITED STATES OF AMERICA,USA-High
1302732,0.09,UNITED STATES OF AMERICA,USA-High
1302846,0.09,UNITED STATES OF AMERICA,USA-High
1302853,0.09,UNITED STATES OF AMERICA,USA-High
1302854,0.09,UNITED STATES OF AMERICA,USA-High
1302855,0.09,UNITED STATES OF AMERICA,USA-High
1302856,0.09,UNITED STATES OF AMERICA,USA-High
1302858,0.09,UNITED STATES OF AMERICA,USA-High
1302861,0.09,UNITED STATES OF AMERICA,USA-High
1302875,0.09,UNITED STATES OF AMERICA,USA-High
1302877,0.09,UNITED STATES OF AMERICA,USA-High
1302933,0.09,UNITED STATES OF AMERICA,USA-High
1302934,0.09,UNITED STATES OF AMERICA,USA-High
1302945,0.09,UNITED STATES OF AMERICA,USA-High
1302947,0.09,UNITED STATES OF AMERICA,USA-High
1303223,0.09,UNITED STATES OF AMERICA,USA-High
1303225,0.09,UNITED STATES OF AMERICA,USA-High
1303309,0.09,UNITED STATES OF AMERICA,USA-High
1303335,0.09,UNITED STATES OF AMERICA,USA-High
1303395,0.09,UNITED STATES OF AMERICA,USA-High
1303407,0.09,UNITED STATES OF AMERICA,USA-High
1303416,0.09,UNITED STATES OF AMERICA,USA-High
1303482,0.09,UNITED STATES OF AMERICA,USA-High
1303547,0.09,UNITED STATES OF AMERICA,USA-High
1303552,0.09,UNITED STATES OF AMERICA,USA-High
1303557,0.09,UNITED STATES OF AMERICA,USA-High
1303558,0.09,UNITED STATES OF AMERICA,USA-High
1303562,0.09,UNITED STATES OF AMERICA,USA-High
1303622,0.09,UNITED STATES OF AMERICA,USA-High
1303644,0.09,UNITED STATES OF AMERICA,USA-High
1303647,0.09,UNITED STATES OF AMERICA,USA-High
1303747,0.09,UNITED STATES OF AMERICA,USA-High
1303769,0.09,UNITED STATES OF AMERICA,USA-High
1303822,0.09,UNITED STATES OF AMERICA,USA-High
1303849,0.09,UNITED STATES OF AMERICA,USA-High
1303955,0.09,UNITED STATES OF AMERICA,USA-High
1303957,0.09,UNITED STATES OF AMERICA,USA-High
1303974,0.09,UNITED STATES OF AMERICA,USA-High
1304212,0.09,UNITED STATES OF AMERICA,USA-High
1304215,0.09,UNITED STATES OF AMERICA,USA-High
1304216,0.09,UNITED STATES OF AMERICA,USA-High
1304222,0.09,UNITED STATES OF AMERICA,USA-High
1304227,0.09,UNITED STATES OF AMERICA,USA-High
1304228,0.09,UNITED STATES OF AMERICA,USA-High
1304235,0.09,UNITED STATES OF AMERICA,USA-High
1304236,0.09,UNITED STATES OF AMERICA,USA-High
1304237,0.09,UNITED STATES OF AMERICA,USA-High
1304239,0.09,UNITED STATES OF AMERICA,USA-High
1304246,0.09,UNITED STATES OF AMERICA,USA-High
1304248,0.09,UNITED STATES OF AMERICA,USA-High
1304250,0.09,UNITED STATES OF AMERICA,USA-High
1304251,0.09,UNITED STATES OF AMERICA,USA-High
1304252,0.09,UNITED STATES OF AMERICA,USA-High
1304253,0.09,UNITED STATES OF AMERICA,USA-High
1304254,0.09,UNITED STATES OF AMERICA,USA-High
1304255,0.09,UNITED STATES OF AMERICA,USA-High
1304256,0.09,UNITED STATES OF AMERICA,USA-High
1304257,0.09,UNITED STATES OF AMERICA,USA-High
1304259,0.09,UNITED STATES OF AMERICA,USA-High
1304272,0.09,UNITED STATES OF AMERICA,USA-High
1304273,0.09,UNITED STATES OF AMERICA,USA-High
1304275,0.09,UNITED STATES OF AMERICA,USA-High
1304276,0.09,UNITED STATES OF AMERICA,USA-High
1304278,0.09,UNITED STATES OF AMERICA,USA-High
1304280,0.09,UNITED STATES OF AMERICA,USA-High
1304281,0.09,UNITED STATES OF AMERICA,USA-High
1304282,0.09,UNITED STATES OF AMERICA,USA-High
1304286,0.09,UNITED STATES OF AMERICA,USA-High
1304289,0.09,UNITED STATES OF AMERICA,USA-High
1304294,0.09,UNITED STATES OF AMERICA,USA-High
1304295,0.09,UNITED STATES OF AMERICA,USA-High
1304297,0.09,UNITED STATES OF AMERICA,USA-High
1304298,0.09,UNITED STATES OF AMERICA,USA-High
1304299,0.09,UNITED STATES OF AMERICA,USA-High
1304305,0.09,UNITED STATES OF AMERICA,USA-High
1304308,0.09,UNITED STATES OF AMERICA,USA-High
1304312,0.09,UNITED STATES OF AMERICA,USA-High
1304328,0.09,UNITED STATES OF AMERICA,USA-High
1304332,0.09,UNITED STATES OF AMERICA,USA-High
1304334,0.09,UNITED STATES OF AMERICA,USA-High
1304349,0.09,UNITED STATES OF AMERICA,USA-High
1304354,0.09,UNITED STATES OF AMERICA,USA-High
1304362,0.04,UNITED STATES OF AMERICA,WV_CLARKSBURG
1304372,0.09,UNITED STATES OF AMERICA,USA-High
1304373,0.09,UNITED STATES OF AMERICA,USA-High
1304374,0.09,UNITED STATES OF AMERICA,USA-High
1304375,0.09,UNITED STATES OF AMERICA,USA-High
1304376,0.09,UNITED STATES OF AMERICA,USA-High
1304377,0.09,UNITED STATES OF AMERICA,USA-High
1304378,0.09,UNITED STATES OF AMERICA,USA-High
1304383,0.09,UNITED STATES OF AMERICA,USA-High
1304384,0.09,UNITED STATES OF AMERICA,USA-High
1304385,0.09,UNITED STATES OF AMERICA,USA-High
1304386,0.09,UNITED STATES OF AMERICA,USA-High
1304392,0.09,UNITED STATES OF AMERICA,USA-High
1304393,0.09,UNITED STATES OF AMERICA,USA-High
1304396,0.09,UNITED STATES OF AMERICA,USA-High
1304420,0.09,UNITED STATES OF AMERICA,USA-High
1304422,0.09,UNITED STATES OF AMERICA,USA-High
1304424,0.09,UNITED STATES OF AMERICA,USA-High
1304425,0.09,UNITED STATES OF AMERICA,USA-High
1304426,0.09,UNITED STATES OF AMERICA,USA-High
1304428,0.09,UNITED STATES OF AMERICA,USA-High
1304429,0.09,UNITED STATES OF AMERICA,USA-High
1304431,0.09,UNITED STATES OF AMERICA,USA-High
1304432,0.09,UNITED STATES OF AMERICA,USA-High
1304434,0.09,UNITED STATES OF AMERICA,USA-High
1304436,0.09,UNITED STATES OF AMERICA,USA-High
1304438,0.09,UNITED STATES OF AMERICA,USA-High
1304440,0.09,UNITED STATES OF AMERICA,USA-High
1304445,0.09,UNITED STATES OF AMERICA,USA-High
1304448,0.09,UNITED STATES OF AMERICA,USA-High
1304449,0.09,UNITED STATES OF AMERICA,USA-High
1304453,0.09,UNITED STATES OF AMERICA,USA-High
1304454,0.09,UNITED STATES OF AMERICA,USA-High
1304456,0.09,UNITED STATES OF AMERICA,USA-High
1304463,0.09,UNITED STATES OF AMERICA,USA-High
1304464,0.09,UNITED STATES OF AMERICA,USA-High
1304465,0.09,UNITED STATES OF AMERICA,USA-High
1304466,0.09,UNITED STATES OF AMERICA,USA-High
1304467,0.09,UNITED STATES OF AMERICA,USA-High
1304469,0.09,UNITED STATES OF AMERICA,USA-High
1304474,0.09,UNITED STATES OF AMERICA,USA-High
1304475,0.09,UNITED STATES OF AMERICA,USA-High
1304477,0.09,UNITED STATES OF AMERICA,USA-High
1304478,0.09,UNITED STATES OF AMERICA,USA-High
1304480,0.09,UNITED STATES OF AMERICA,USA-High
1304481,0.09,UNITED STATES OF AMERICA,USA-High
1304482,0.09,UNITED STATES OF AMERICA,USA-High
1304483,0.09,UNITED STATES OF AMERICA,USA-High
1304484,0.09,UNITED STATES OF AMERICA,USA-High
1304485,0.09,UNITED STATES OF AMERICA,USA-High
1304486,0.09,UNITED STATES OF AMERICA,USA-High
1304487,0.09,UNITED STATES OF AMERICA,USA-High
1304488,0.09,UNITED STATES OF AMERICA,USA-High
1304489,0.09,UNITED STATES OF AMERICA,USA-High
1304490,0.09,UNITED STATES OF AMERICA,USA-High
1304492,0.09,UNITED STATES OF AMERICA,USA-High
1304493,0.09,UNITED STATES OF AMERICA,USA-High
1304494,0.09,UNITED STATES OF AMERICA,USA-High
1304495,0.09,UNITED STATES OF AMERICA,USA-High
1304496,0.09,UNITED STATES OF AMERICA,USA-High
1304497,0.09,UNITED STATES OF AMERICA,USA-High
1304498,0.09,UNITED STATES OF AMERICA,USA-High
1304499,0.09,UNITED STATES OF AMERICA,USA-High
1304512,0.09,UNITED STATES OF AMERICA,USA-High
1304514,0.09,UNITED STATES OF AMERICA,USA-High
1304521,0.09,UNITED STATES OF AMERICA,USA-High
1304522,0.09,UNITED STATES OF AMERICA,USA-High
1304523,0.09,UNITED STATES OF AMERICA,USA-High
1304525,0.09,UNITED STATES OF AMERICA,USA-High
1304526,0.09,UNITED STATES OF AMERICA,USA-High
1304528,0.09,UNITED STATES OF AMERICA,USA-High
1304529,0.09,UNITED STATES OF AMERICA,USA-High
1304530,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1304534,0.09,UNITED STATES OF AMERICA,USA-High
1304535,0.09,UNITED STATES OF AMERICA,USA-High
1304536,0.09,UNITED STATES OF AMERICA,USA-High
1304538,0.09,UNITED STATES OF AMERICA,USA-High
1304565,0.09,UNITED STATES OF AMERICA,USA-High
1304567,0.09,UNITED STATES OF AMERICA,USA-High
1304568,0.09,UNITED STATES OF AMERICA,USA-High
1304569,0.09,UNITED STATES OF AMERICA,USA-High
1304570,0.09,UNITED STATES OF AMERICA,USA-High
1304571,0.09,UNITED STATES OF AMERICA,USA-High
1304572,0.09,UNITED STATES OF AMERICA,USA-High
1304573,0.09,UNITED STATES OF AMERICA,USA-High
1304574,0.09,UNITED STATES OF AMERICA,USA-High
1304575,0.09,UNITED STATES OF AMERICA,USA-High
1304578,0.09,UNITED STATES OF AMERICA,USA-High
1304580,0.09,UNITED STATES OF AMERICA,USA-High
1304583,0.09,UNITED STATES OF AMERICA,USA-High
1304585,0.09,UNITED STATES OF AMERICA,USA-High
1304588,0.09,UNITED STATES OF AMERICA,USA-High
1304589,0.09,UNITED STATES OF AMERICA,USA-High
1304615,0.09,UNITED STATES OF AMERICA,USA-High
1304618,0.09,UNITED STATES OF AMERICA,USA-High
1304619,0.09,UNITED STATES OF AMERICA,USA-High
1304628,0.09,UNITED STATES OF AMERICA,USA-High
1304640,0.09,UNITED STATES OF AMERICA,USA-High
1304643,0.09,UNITED STATES OF AMERICA,USA-High
1304645,0.09,UNITED STATES OF AMERICA,USA-High
1304646,0.09,UNITED STATES OF AMERICA,USA-High
1304647,0.09,UNITED STATES OF AMERICA,USA-High
1304648,0.09,UNITED STATES OF AMERICA,USA-High
1304649,0.09,UNITED STATES OF AMERICA,USA-High
1304653,0.09,UNITED STATES OF AMERICA,USA-High
1304655,0.09,UNITED STATES OF AMERICA,USA-High
1304656,0.09,UNITED STATES OF AMERICA,USA-High
1304658,0.09,UNITED STATES OF AMERICA,USA-High
1304659,0.09,UNITED STATES OF AMERICA,USA-High
1304660,0.09,UNITED STATES OF AMERICA,USA-High
1304661,0.09,UNITED STATES OF AMERICA,USA-High
1304662,0.09,UNITED STATES OF AMERICA,USA-High
1304663,0.09,UNITED STATES OF AMERICA,USA-High
1304664,0.09,UNITED STATES OF AMERICA,USA-High
1304665,0.09,UNITED STATES OF AMERICA,USA-High
1304666,0.09,UNITED STATES OF AMERICA,USA-High
1304667,0.09,UNITED STATES OF AMERICA,USA-High
1304670,0.09,UNITED STATES OF AMERICA,USA-High
1304673,0.09,UNITED STATES OF AMERICA,USA-High
1304679,0.09,UNITED STATES OF AMERICA,USA-High
1304682,0.09,UNITED STATES OF AMERICA,USA-High
1304683,0.09,UNITED STATES OF AMERICA,USA-High
1304684,0.09,UNITED STATES OF AMERICA,USA-High
1304686,0.09,UNITED STATES OF AMERICA,USA-High
1304690,0.09,UNITED STATES OF AMERICA,USA-High
1304691,0.09,UNITED STATES OF AMERICA,USA-High
1304696,0.09,UNITED STATES OF AMERICA,USA-High
1304697,0.09,UNITED STATES OF AMERICA,USA-High
1304718,0.09,UNITED STATES OF AMERICA,USA-High
1304732,0.09,UNITED STATES OF AMERICA,USA-High
1304733,0.09,UNITED STATES OF AMERICA,USA-High
1304735,0.09,UNITED STATES OF AMERICA,USA-High
1304736,0.09,UNITED STATES OF AMERICA,USA-High
1304743,0.09,UNITED STATES OF AMERICA,USA-High
1304749,0.09,UNITED STATES OF AMERICA,USA-High
1304752,0.09,UNITED STATES OF AMERICA,USA-High
1304753,0.09,UNITED STATES OF AMERICA,USA-High
1304761,0.09,UNITED STATES OF AMERICA,USA-High
1304762,0.09,UNITED STATES OF AMERICA,USA-High
1304763,0.09,UNITED STATES OF AMERICA,USA-High
1304770,0.09,UNITED STATES OF AMERICA,USA-High
1304771,0.09,UNITED STATES OF AMERICA,USA-High
1304772,0.09,UNITED STATES OF AMERICA,USA-High
1304774,0.09,UNITED STATES OF AMERICA,USA-High
1304777,0.09,UNITED STATES OF AMERICA,USA-High
1304778,0.09,UNITED STATES OF AMERICA,USA-High
1304780,0.09,UNITED STATES OF AMERICA,USA-High
1304783,0.09,UNITED STATES OF AMERICA,USA-High
1304787,0.09,UNITED STATES OF AMERICA,USA-High
1304789,0.09,UNITED STATES OF AMERICA,USA-High
1304792,0.09,UNITED STATES OF AMERICA,USA-High
1304795,0.09,UNITED STATES OF AMERICA,USA-High
1304796,0.09,UNITED STATES OF AMERICA,USA-High
1304798,0.09,UNITED STATES OF AMERICA,USA-High
1304799,0.09,UNITED STATES OF AMERICA,USA-High
1304812,0.09,UNITED STATES OF AMERICA,USA-High
1304822,0.09,UNITED STATES OF AMERICA,USA-High
1304824,0.09,UNITED STATES OF AMERICA,USA-High
1304825,0.09,UNITED STATES OF AMERICA,USA-High
1304827,0.09,UNITED STATES OF AMERICA,USA-High
1304832,0.09,UNITED STATES OF AMERICA,USA-High
1304847,0.09,UNITED STATES OF AMERICA,USA-High
1304849,0.09,UNITED STATES OF AMERICA,USA-High
1304855,0.09,UNITED STATES OF AMERICA,USA-High
1304856,0.09,UNITED STATES OF AMERICA,USA-High
1304861,0.09,UNITED STATES OF AMERICA,USA-High
1304862,0.09,UNITED STATES OF AMERICA,USA-High
1304863,0.09,UNITED STATES OF AMERICA,USA-High
1304866,0.09,UNITED STATES OF AMERICA,USA-High
1304869,0.09,UNITED STATES OF AMERICA,USA-High
1304870,0.09,UNITED STATES OF AMERICA,USA-High
1304874,0.09,UNITED STATES OF AMERICA,USA-High
1304875,0.09,UNITED STATES OF AMERICA,USA-High
1304876,0.09,UNITED STATES OF AMERICA,USA-High
1304877,0.09,UNITED STATES OF AMERICA,USA-High
1304879,0.09,UNITED STATES OF AMERICA,USA-High
1304882,0.09,UNITED STATES OF AMERICA,USA-High
1304889,0.09,UNITED STATES OF AMERICA,USA-High
1304890,0.09,UNITED STATES OF AMERICA,USA-High
1304892,0.09,UNITED STATES OF AMERICA,USA-High
1304893,0.09,UNITED STATES OF AMERICA,USA-High
1304894,0.09,UNITED STATES OF AMERICA,USA-High
1304895,0.09,UNITED STATES OF AMERICA,USA-High
1304897,0.09,UNITED STATES OF AMERICA,USA-High
1304898,0.09,UNITED STATES OF AMERICA,USA-High
1304912,0.09,UNITED STATES OF AMERICA,USA-High
1304916,0.09,UNITED STATES OF AMERICA,USA-High
1304919,0.09,UNITED STATES OF AMERICA,USA-High
1304923,0.09,UNITED STATES OF AMERICA,USA-High
1304934,0.09,UNITED STATES OF AMERICA,USA-High
1304938,0.09,UNITED STATES OF AMERICA,USA-High
1304942,0.09,UNITED STATES OF AMERICA,USA-High
1304946,0.09,UNITED STATES OF AMERICA,USA-High
1304947,0.09,UNITED STATES OF AMERICA,USA-High
1304960,0.09,UNITED STATES OF AMERICA,USA-High
1304961,0.09,UNITED STATES OF AMERICA,USA-High
1304966,0.09,UNITED STATES OF AMERICA,USA-High
1304967,0.09,UNITED STATES OF AMERICA,USA-High
1304972,0.09,UNITED STATES OF AMERICA,USA-High
1304983,0.09,UNITED STATES OF AMERICA,USA-High
1304986,0.09,UNITED STATES OF AMERICA,USA-High
1304991,0.09,UNITED STATES OF AMERICA,USA-High
1304992,0.09,UNITED STATES OF AMERICA,USA-High
1304994,0.09,UNITED STATES OF AMERICA,USA-High
1305280,0.09,UNITED STATES OF AMERICA,USA-High
1305289,0.09,UNITED STATES OF AMERICA,USA-High
1305292,0.09,UNITED STATES OF AMERICA,USA-High
1305293,0.09,UNITED STATES OF AMERICA,USA-High
1305294,0.09,UNITED STATES OF AMERICA,USA-High
1305295,0.09,UNITED STATES OF AMERICA,USA-High
1305296,0.09,UNITED STATES OF AMERICA,USA-High
1305320,0.09,UNITED STATES OF AMERICA,USA-High
1305398,0.09,UNITED STATES OF AMERICA,USA-High
1305402,0.09,UNITED STATES OF AMERICA,USA-High
1305419,0.09,UNITED STATES OF AMERICA,USA-High
1305422,0.09,UNITED STATES OF AMERICA,USA-High
1305424,0.09,UNITED STATES OF AMERICA,USA-High
1305425,0.09,UNITED STATES OF AMERICA,USA-High
1305455,0.09,UNITED STATES OF AMERICA,USA-High
1305489,0.09,UNITED STATES OF AMERICA,USA-High
1305497,0.09,UNITED STATES OF AMERICA,USA-High
1305515,0.09,UNITED STATES OF AMERICA,USA-High
1305517,0.09,UNITED STATES OF AMERICA,USA-High
1305574,0.09,UNITED STATES OF AMERICA,USA-High
1305581,0.09,UNITED STATES OF AMERICA,USA-High
1305600,0.09,UNITED STATES OF AMERICA,USA-High
1305612,0.09,UNITED STATES OF AMERICA,USA-High
1305614,0.09,UNITED STATES OF AMERICA,USA-High
1305664,0.09,UNITED STATES OF AMERICA,USA-High
1305675,0.09,UNITED STATES OF AMERICA,USA-High
1305676,0.09,UNITED STATES OF AMERICA,USA-High
1305683,0.09,UNITED STATES OF AMERICA,USA-High
1305723,0.09,UNITED STATES OF AMERICA,USA-High
1305743,0.09,UNITED STATES OF AMERICA,USA-High
1305744,0.09,UNITED STATES OF AMERICA,USA-High
1305745,0.09,UNITED STATES OF AMERICA,USA-High
1305748,0.09,UNITED STATES OF AMERICA,USA-High
1305765,0.09,UNITED STATES OF AMERICA,USA-High
1305767,0.09,UNITED STATES OF AMERICA,USA-High
1305768,0.09,UNITED STATES OF AMERICA,USA-High
1305809,0.09,UNITED STATES OF AMERICA,USA-High
1305832,0.09,UNITED STATES OF AMERICA,USA-High
1305845,0.09,UNITED STATES OF AMERICA,USA-High
1305847,0.09,UNITED STATES OF AMERICA,USA-High
1305872,0.09,UNITED STATES OF AMERICA,USA-High
1305946,0.09,UNITED STATES OF AMERICA,USA-High
1307202,0.09,UNITED STATES OF AMERICA,USA-High
1307217,0.09,UNITED STATES OF AMERICA,USA-High
1307231,0.09,UNITED STATES OF AMERICA,USA-High
1307238,0.09,UNITED STATES OF AMERICA,USA-High
1307242,0.09,UNITED STATES OF AMERICA,USA-High
1307245,0.09,UNITED STATES OF AMERICA,USA-High
1307246,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1307249,0.04,UNITED STATES OF AMERICA,WY_JACKSON
1307250,0.09,UNITED STATES OF AMERICA,USA-High
1307252,0.09,UNITED STATES OF AMERICA,USA-High
1307255,0.09,UNITED STATES OF AMERICA,USA-High
1307260,0.09,UNITED STATES OF AMERICA,USA-High
1307263,0.04,UNITED STATES OF AMERICA,WY_CODY
1307270,0.09,UNITED STATES OF AMERICA,USA-High
1307272,0.09,UNITED STATES OF AMERICA,USA-High
1307273,0.09,UNITED STATES OF AMERICA,USA-High
1307276,0.09,UNITED STATES OF AMERICA,USA-High
1307279,0.09,UNITED STATES OF AMERICA,USA-Ultra High
1307280,0.09,UNITED STATES OF AMERICA,USA-High
1307281,0.09,UNITED STATES OF AMERICA,USA-High
1307282,0.09,UNITED STATES OF AMERICA,USA-High
